scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,5,0.226303995
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,6,0.230240002
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,7,0.237568006
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,8,0.227295995
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,0,0.395231992
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,1,0.377952009
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,2,0.385024011
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,3,0.376767993
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,4,0.369664013
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,5,0.385024011
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,6,0.370463997
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,7,0.384000003
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-cuda32,8,0.378816009
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,0,0.637759984
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,1,0.649215996
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,2,0.639999986
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,3,0.642048001
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,4,0.645120025
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,5,0.633535981
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,6,0.632831991
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,7,0.631775975
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,8,0.639999986
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,0,0.722944021
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,1,0.716512024
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,2,0.728864014
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,3,0.720672011
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,4,0.716639996
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,5,0.710655987
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,6,0.720896006
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,7,0.722944021
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,8,0.724799991
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,0,0.586751997
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,1,0.595968008
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,2,0.598016024
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,3,0.575487971
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,4,0.586751997
CheckerMid,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,5,0.579584002
